Sample_prefix	chr	final_average_TL_p75	chr_order	arm	final_average_TL_p75_kb	direction.x	chr_arm	median_TL	mad_TL	norm_TL	direction.y	direction
3188	chr20q	2868.25	20	q	2.86825	Negative	chr20q	2824.125	399.5	0.110450563204005	Negative	Negative
3988	chr20p	3244	20	p	3.244	Positive	chr20p	5689.5	1319.25	-1.85370475649043	Negative	Neutral
3988	chr20q	7025.5	20	q	7.0255	Negative	chr20q	5689.5	1319.25	1.01269660792117	Negative	Negative
6265D	chr20p	5561	20	p	5.561	Positive	chr20p	5717	1149.5625	-0.135703800358832	Negative	Neutral
6265D	chr20q	4525.125	20	q	4.525125	Negative	chr20q	5717	1149.5625	-1.03680748110694	Negative	Negative
6266D	chr20p	3651.5	20	p	3.6515	Positive	chr20p	4866	845.25	-1.43685300207039	Negative	Neutral
6266D	chr20q	1916	20	q	1.916	Negative	chr20q	4866	845.25	-3.49009168884945	Negative	Negative
6269C	chr20p	3327.25	20	p	3.32725	Positive	chr20p	4756.8	934.825	-1.52921669831252	Negative	Neutral
6269C	chr20q	5551.5	20	q	5.5515	Negative	chr20q	4756.8	934.825	0.850105634744471	Negative	Negative
6277A	chr20p	8050.5	20	p	8.0505	Positive	chr20p	5226.83333333333	1114.33333333333	2.53395154053247	Negative	Neutral
6277A	chr20q	3514.5	20	q	3.5145	Negative	chr20q	5226.83333333333	1114.33333333333	-1.5366437331738	Negative	Negative
6285B	chr20p	3150.25	20	p	3.15025	Positive	chr20p	3274.75	322	-0.386645962732919	Negative	Neutral
6285B	chr20q	2429	20	q	2.429	Negative	chr20q	3274.75	322	-2.62655279503106	Negative	Negative
6298B	chr20p	5506.5	20	p	5.5065	Positive	chr20p	5124.5	926.5	0.4123043712898	Negative	Neutral
6298B	chr20q	2738.66666666667	20	q	2.73866666666667	Negative	chr20q	5124.5	926.5	-2.57510343586976	Negative	Negative
6314E	chr20p	6575	20	p	6.575	Positive	chr20p	4374.5	1163.5	1.89127632144392	Negative	Neutral
6324B	chr20p	2322	20	p	2.322	Positive	chr20p	5251.5	871.5	-3.36144578313253	Negative	Neutral
6324B	chr20q	5013	20	q	5.013	Negative	chr20q	5251.5	871.5	-0.273666092943201	Negative	Negative
6365A	chr20p	5565	20	p	5.565	Positive	chr20p	4419.25	882.65	1.29807964651901	Negative	Neutral
6365A	chr20q	3471.25	20	q	3.47125	Negative	chr20q	4419.25	882.65	-1.07403840706962	Negative	Negative
6414C	chr20p	3327.66666666667	20	p	3.32766666666667	Positive	chr20p	3494	384	-0.433159722222213	Negative	Neutral
6414C	chr20q	3457.75	20	q	3.45775	Negative	chr20q	3494	384	-0.0944010416666667	Negative	Negative
6423A	chr20p	5568.75	20	p	5.56875	Positive	chr20p	4392.25	1132.4375	1.03890943208786	Negative	Neutral
6423A	chr20q	3727.75	20	q	3.72775	Negative	chr20q	4392.25	1132.4375	-0.58678735029527	Negative	Negative
6436B	chr20p	4867.33333333333	20	p	4.86733333333333	Positive	chr20p	5180.66666666667	695.799999999999	-0.450320973459816	Negative	Neutral
6436B	chr20q	5595.5	20	q	5.5955	Negative	chr20q	5180.66666666667	695.799999999999	0.596196224968857	Negative	Negative
6439C	chr20p	3438	20	p	3.438	Positive	chr20p	6026.88333333334	1509.25	-1.71534426591574	Negative	Neutral
6439C	chr20q	2376	20	q	2.376	Negative	chr20q	6026.88333333334	1509.25	-2.4190050245707	Negative	Negative
6478A	chr20p	5495	20	p	5.495	Positive	chr20p	5179.75	1593.75	0.197803921568627	Negative	Neutral
6478A	chr20q	6056.33333333333	20	q	6.05633333333333	Negative	chr20q	5179.75	1593.75	0.550013071895423	Negative	Negative
6483C	chr20p	4762.25	20	p	4.76225	Positive	chr20p	5076.5	1412.5	-0.222477876106195	Negative	Neutral
6483C	chr20q	6776.33333333333	20	q	6.77633333333333	Negative	chr20q	5076.5	1412.5	1.20342182890855	Negative	Negative
6500D	chr20p	6467.5	20	p	6.4675	Positive	chr20p	5589	821	1.0700365408039	Negative	Neutral
6500D	chr20q	6939	20	q	6.939	Negative	chr20q	5589	821	1.64433617539586	Negative	Negative
6605D	chr20p	5215	20	p	5.215	Positive	chr20p	5149.625	1144.25	0.0571334935547302	Negative	Neutral
6605D	chr20q	4242.75	20	q	4.24275	Negative	chr20q	5149.625	1144.25	-0.792549705046974	Negative	Negative
2436A	chr21p	6595.58333333333	21	p	6.59558333333333	Positive	chr21p	5303	1180.08333333333	1.09533225054728	Positive	Positive
2436A	chr21q	9482.6	21	q	9.4826	Negative	chr21q	5303	1180.08333333333	3.54178377233247	Positive	Positive
3188	chr21p	2963.5	21	p	2.9635	Positive	chr21p	2824.125	399.5	0.348873591989987	Positive	Positive
3188	chr21q	3706	21	q	3.706	Negative	chr21q	2824.125	399.5	2.20744680851064	Positive	Positive
3988	chr21p	8405	21	p	8.405	Positive	chr21p	5689.5	1319.25	2.05836649611522	Positive	Positive
3988	chr21q	9040.5	21	q	9.0405	Negative	chr21q	5689.5	1319.25	2.54007959067652	Positive	Positive
6265D	chr21p	10534.875	21	p	10.534875	Positive	chr21p	5717	1149.5625	4.19105094329364	Positive	Positive
6265D	chr21q	6390	21	q	6.39	Negative	chr21q	5717	1149.5625	0.5854401130865	Positive	Positive
6266D	chr21p	4765	21	p	4.765	Positive	chr21p	4866	845.25	-0.119491274770778	Positive	Positive
6266D	chr21q	7273	21	q	7.273	Negative	chr21q	4866	845.25	2.84767820171547	Positive	Positive
6269C	chr21p	3810.5	21	p	3.8105	Positive	chr21p	4756.8	934.825	-1.01227502473725	Positive	Positive
6269C	chr21q	2735	21	q	2.735	Negative	chr21q	4756.8	934.825	-2.16275773540502	Positive	Positive
6277A	chr21p	4229	21	p	4.229	Positive	chr21p	5226.83333333333	1114.33333333333	-0.895453185761292	Positive	Positive
6277A	chr21q	4477	21	q	4.477	Negative	chr21q	5226.83333333333	1114.33333333333	-0.672898594077175	Positive	Positive
6285B	chr21p	3390.5	21	p	3.3905	Positive	chr21p	3274.75	322	0.359472049689441	Positive	Positive
6285B	chr21q	2966.5	21	q	2.9665	Negative	chr21q	3274.75	322	-0.957298136645963	Positive	Positive
6298B	chr21p	6278.5	21	p	6.2785	Positive	chr21p	5124.5	926.5	1.24554776038856	Positive	Positive
6298B	chr21q	7714	21	q	7.714	Negative	chr21q	5124.5	926.5	2.79492714516999	Positive	Positive
6314E	chr21p	5084.5	21	p	5.0845	Positive	chr21p	4374.5	1163.5	0.61022776106575	Positive	Positive
6314E	chr21q	4443	21	q	4.443	Negative	chr21q	4374.5	1163.5	0.0588740868070477	Positive	Positive
6324B	chr21p	4962	21	p	4.962	Positive	chr21p	5251.5	871.5	-0.332185886402754	Positive	Positive
6324B	chr21q	4380	21	q	4.38	Negative	chr21q	5251.5	871.5	-1	Positive	Positive
6365A	chr21p	5942	21	p	5.942	Positive	chr21p	4419.25	882.65	1.72520251515323	Positive	Positive
6365A	chr21q	4637.66666666667	21	q	4.63766666666667	Negative	chr21q	4419.25	882.65	0.247455578844015	Positive	Positive
6414C	chr21p	3839	21	p	3.839	Positive	chr21p	3494	384	0.8984375	Positive	Positive
6414C	chr21q	3218	21	q	3.218	Negative	chr21q	3494	384	-0.71875	Positive	Positive
6423A	chr21p	9530	21	p	9.53	Positive	chr21p	4392.25	1132.4375	4.5368949721287	Positive	Positive
6423A	chr21q	2922	21	q	2.922	Negative	chr21q	4392.25	1132.4375	-1.29830564600695	Positive	Positive
6436B	chr21p	5204.75	21	p	5.20475	Positive	chr21p	5180.66666666667	695.799999999999	0.034612436523901	Positive	Positive
6436B	chr21q	3587	21	q	3.587	Negative	chr21q	5180.66666666667	695.799999999999	-2.29040912139504	Positive	Positive
6439C	chr21p	5695	21	p	5.695	Positive	chr21p	6026.88333333334	1509.25	-0.219899508585943	Positive	Positive
6439C	chr21q	3747	21	q	3.747	Negative	chr21q	6026.88333333334	1509.25	-1.51060681353873	Positive	Positive
6478A	chr21p	4154	21	p	4.154	Positive	chr21p	5179.75	1593.75	-0.643607843137255	Positive	Positive
6478A	chr21q	6340	21	q	6.34	Negative	chr21q	5179.75	1593.75	0.728	Positive	Positive
6483C	chr21q	8830	21	q	8.83	Negative	chr21q	5076.5	1412.5	2.65734513274336	Positive	Positive
6500D	chr21p	7434	21	p	7.434	Positive	chr21p	5589	821	2.24725943970767	Positive	Positive
6500D	chr21q	5866.5	21	q	5.8665	Negative	chr21q	5589	821	0.338002436053593	Positive	Positive
6605D	chr21q	7687	21	q	7.687	Negative	chr21q	5149.625	1144.25	2.21750054620931	Positive	Positive
2436A	chr22q	7070.1	22	q	7.0701	Positive	chr22q	5303	1180.08333333333	1.49743662170751	Positive	Neutral
3188	chr22p	2627.8	22	p	2.6278	Positive	chr22p	2824.125	399.5	-0.491426783479349	Positive	Positive
3188	chr22q	2676	22	q	2.676	Positive	chr22q	2824.125	399.5	-0.370775969962453	Positive	Neutral
3988	chr22p	8358	22	p	8.358	Positive	chr22p	5689.5	1319.25	2.02274019329164	Positive	Positive
3988	chr22q	7252.16666666667	22	q	7.25216666666667	Positive	chr22q	5689.5	1319.25	1.18451140168025	Positive	Neutral
6265D	chr22p	5696	22	p	5.696	Positive	chr22p	5717	1149.5625	-0.0182678192790736	Positive	Positive
6265D	chr22q	8057.5	22	q	8.0575	Positive	chr22q	5717	1149.5625	2.03599195346056	Positive	Neutral
6266D	chr22p	3949	22	p	3.949	Positive	chr22p	4866	845.25	-1.08488612836439	Positive	Positive
6266D	chr22q	8680	22	q	8.68	Positive	chr22q	4866	845.25	4.51227447500739	Positive	Neutral
6269C	chr22p	5995.5	22	p	5.9955	Positive	chr22p	4756.8	934.825	1.32506084026422	Positive	Positive
6269C	chr22q	3979	22	q	3.979	Positive	chr22q	4756.8	934.825	-0.832027384804643	Positive	Neutral
6277A	chr22q	5396.75	22	q	5.39675	Positive	chr22q	5226.83333333333	1114.33333333333	0.15248279988035	Positive	Neutral
6285B	chr22p	4185.25	22	p	4.18525	Positive	chr22p	3274.75	322	2.8276397515528	Positive	Positive
6285B	chr22q	2699.5	22	q	2.6995	Positive	chr22q	3274.75	322	-1.78649068322981	Positive	Neutral
6298B	chr22p	5762	22	p	5.762	Positive	chr22p	5124.5	926.5	0.688073394495413	Positive	Positive
6298B	chr22q	5574.5	22	q	5.5745	Positive	chr22q	5124.5	926.5	0.485698866702644	Positive	Neutral
6314E	chr22p	3579	22	p	3.579	Positive	chr22p	4374.5	1163.5	-0.683712935109583	Positive	Positive
6314E	chr22q	4374.5	22	q	4.3745	Positive	chr22q	4374.5	1163.5	0	Positive	Neutral
6324B	chr22q	5772	22	q	5.772	Positive	chr22q	5251.5	871.5	0.597246127366609	Positive	Neutral
6365A	chr22p	3611.83333333333	22	p	3.61183333333333	Positive	chr22p	4419.25	882.65	-0.914764251590857	Positive	Positive
6365A	chr22q	5419.5	22	q	5.4195	Positive	chr22q	4419.25	882.65	1.13323514416813	Positive	Neutral
6414C	chr22p	4584.5	22	p	4.5845	Positive	chr22p	3494	384	2.83984375	Positive	Positive
6414C	chr22q	3356.5	22	q	3.3565	Positive	chr22q	3494	384	-0.358072916666667	Positive	Neutral
6423A	chr22p	5817	22	p	5.817	Positive	chr22p	4392.25	1132.4375	1.2581268281914	Positive	Positive
6423A	chr22q	3632.5	22	q	3.6325	Positive	chr22q	4392.25	1132.4375	-0.670897952425631	Positive	Neutral
6436B	chr22p	6372.5	22	p	6.3725	Positive	chr22p	5180.66666666667	695.799999999999	1.7128964261761	Positive	Positive
6436B	chr22q	6561	22	q	6.561	Positive	chr22q	5180.66666666667	695.799999999999	1.98380760755006	Positive	Neutral
6439C	chr22p	8873.5	22	p	8.8735	Positive	chr22p	6026.88333333334	1509.25	1.88611341173872	Positive	Positive
6439C	chr22q	5596.75	22	q	5.59675	Positive	chr22q	6026.88333333334	1509.25	-0.284998067472808	Positive	Neutral
6478A	chr22p	6241	22	p	6.241	Positive	chr22p	5179.75	1593.75	0.665882352941176	Positive	Positive
6478A	chr22q	5179.75	22	q	5.17975	Positive	chr22q	5179.75	1593.75	0	Positive	Neutral
6483C	chr22p	9634	22	p	9.634	Positive	chr22p	5076.5	1412.5	3.22654867256637	Positive	Positive
6483C	chr22q	5352.5	22	q	5.3525	Positive	chr22q	5076.5	1412.5	0.195398230088496	Positive	Neutral
6500D	chr22p	4768	22	p	4.768	Positive	chr22p	5589	821	-1	Positive	Positive
6500D	chr22q	3249.5	22	q	3.2495	Positive	chr22q	5589	821	-2.84957369062119	Positive	Neutral
6605D	chr22p	5490.25	22	p	5.49025	Positive	chr22p	5149.625	1144.25	0.297684072536596	Positive	Positive
6605D	chr22q	3118	22	q	3.118	Positive	chr22q	5149.625	1144.25	-1.77550797465589	Positive	Neutral
